sub,t,c,lh_fp,rh_fp,fp_mean
dc80,2,6,0.16061968524389938,0.17408445013635776,0.16735206769012856
ll81,2,6,0.172579576288033,0.13968242565598793,0.15613100097201046
mp77,2,6,0.15811493787292846,0.14712381685384937,0.15261937736338893
va84,2,6,0.14090852231484027,0.19395386585112484,0.16743119408298257
ag88,2,7,0.16229852514417273,0.1509680533979018,0.15663328927103726
cm86,2,7,0.14788772808146078,0.15576841925984203,0.1518280736706514
bm91,2,8,0.1472909041915395,0.1528698501268527,0.1500803771591961
mb93,2,8,0.14271124317113343,0.1465541400749047,0.14463269162301906
sk94,2,8,0.14529933837698855,0.139925631035011,0.14261248470599977
tk92,2,8,0.1462330950940436,0.1438639047902796,0.14504849994216162
